fileNameAsDelivered,scientificName
Nashville_Warbler_0129_167053.jpg,Leiothlypis ruficapilla
Orange_Crowned_Warbler_0027_168381.jpg,Leiothlypis celata
Tennessee_Warbler_0080_167714.jpg,Leiothlypis peregrina
Orange_Crowned_Warbler_0113_167984.jpg,Leiothlypis celata
Orange_Crowned_Warbler_0087_168439.jpg,Leiothlypis celata
Lazuli_Bunting_0004_14887.jpg,Passerina amoena
Blue_Grosbeak_0024_36680.jpg,Passerina caerulea
Blue_Grosbeak_0042_36742.jpg,Passerina caerulea
Indigo_Bunting_0044_14389.jpg,Passerina cyanea
Painted_Bunting_0040_16691.jpg,Passerina ciris
Lazuli_Bunting_0082_15047.jpg,Passerina amoena
Blue_Grosbeak_0065_36847.jpg,Passerina caerulea
Lazuli_Bunting_0107_14705.jpg,Passerina amoena
Painted_Bunting_0087_15232.jpg,Passerina ciris
Indigo_Bunting_0049_13641.jpg,Passerina cyanea
Blue_Grosbeak_0038_37095.jpg,Passerina caerulea
Indigo_Bunting_0006_14317.jpg,Passerina cyanea
Blue_Grosbeak_0043_37200.jpg,Passerina caerulea
Indigo_Bunting_0013_12949.jpg,Passerina cyanea
Blue_Grosbeak_0097_37067.jpg,Passerina caerulea
Painted_Bunting_0081_15230.jpg,Passerina ciris
Indigo_Bunting_0016_13661.jpg,Passerina cyanea
Lazuli_Bunting_0025_15079.jpg,Passerina amoena
Blue_Grosbeak_0111_36841.jpg,Passerina caerulea
Indigo_Bunting_0056_12637.jpg,Passerina cyanea
Black_Throated_Blue_Warbler_0129_161399.jpg,Setophaga caerulescens
Chestnut_Sided_Warbler_0057_163957.jpg,Setophaga pensylvanica
American_Redstart_0071_103266.jpg,Setophaga ruticilla
Prairie_Warbler_0053_173290.jpg,Setophaga discolor
Palm_Warbler_0066_169284.jpg,Setophaga palmarum
Palm_Warbler_0108_169426.jpg,Setophaga palmarum
Bay_Breasted_Warbler_0062_159783.jpg,Setophaga castanea
Palm_Warbler_0111_169663.jpg,Setophaga palmarum
Bay_Breasted_Warbler_0018_159897.jpg,Setophaga castanea
Prairie_Warbler_0086_172534.jpg,Setophaga discolor
Palm_Warbler_0056_168740.jpg,Setophaga palmarum
Bay_Breasted_Warbler_0045_797135.jpg,Setophaga castanea
Yellow_Warbler_0056_176320.jpg,Setophaga petechia
Bay_Breasted_Warbler_0072_797114.jpg,Setophaga castanea
Cape_May_Warbler_0100_162923.jpg,Setophaga tigrina
Magnolia_Warbler_0021_165919.jpg,Setophaga magnolia
Cerulean_Warbler_0019_797186.jpg,Setophaga cerulea
Cerulean_Warbler_0038_797230.jpg,Setophaga cerulea
Yellow_Warbler_0044_176367.jpg,Setophaga petechia
Pine_Warbler_0133_171641.jpg,Setophaga pinus
Chipping_Sparrow_0026_109010.jpg,Spizella passerina
Brewer_Sparrow_0031_796712.jpg,Spizella breweri
Field_Sparrow_0069_113827.jpg,Spizella pusilla
Clay_Colored_Sparrow_0055_110647.jpg,Spizella pallida
Brewer_Sparrow_0007_796700.jpg,Spizella breweri
Clay_Colored_Sparrow_0022_110518.jpg,Spizella pallida
Brewer_Sparrow_0008_796703.jpg,Spizella breweri
Field_Sparrow_0051_114107.jpg,Spizella pusilla
Chipping_Sparrow_0111_108515.jpg,Spizella passerina
Field_Sparrow_0123_113847.jpg,Spizella pusilla
Field_Sparrow_0126_113426.jpg,Spizella pusilla
Clay_Colored_Sparrow_0064_110664.jpg,Spizella pallida
Brewer_Sparrow_0047_107428.jpg,Spizella breweri
Field_Sparrow_0100_113503.jpg,Spizella pusilla
Chipping_Sparrow_0005_108931.jpg,Spizella passerina
Brewer_Sparrow_0064_107502.jpg,Spizella breweri
Brewer_Sparrow_0060_107391.jpg,Spizella breweri
Field_Sparrow_0111_113899.jpg,Spizella pusilla
Chipping_Sparrow_0091_108308.jpg,Spizella passerina
Brewer_Sparrow_0010_796716.jpg,Spizella breweri
Red_Eyed_Vireo_0061_157202.jpg,Vireo olivaceus
Philadelphia_Vireo_0037_794770.jpg,Vireo philadelphicus
Philadelphia_Vireo_0070_794758.jpg,Vireo philadelphicus
Blue_Headed_Vireo_0031_156056.jpg,Vireo solitarius
Blue_Headed_Vireo_0105_156229.jpg,Vireo solitarius
Black_Capped_Vireo_0042_797483.jpg,Vireo atricapilla
Yellow_Throated_Vireo_0080_794990.jpg,Vireo flavifrons
Red_Eyed_Vireo_0133_156668.jpg,Vireo olivaceus
White_Eyed_Vireo_0032_159145.jpg,Vireo griseus
Red_Eyed_Vireo_0079_158198.jpg,Vireo olivaceus
Philadelphia_Vireo_0040_794764.jpg,Vireo philadelphicus
Red_Eyed_Vireo_0054_157158.jpg,Vireo olivaceus
Warbling_Vireo_0092_158688.jpg,Vireo gilvus
White_Eyed_Vireo_0071_159072.jpg,Vireo griseus
Philadelphia_Vireo_0016_156598.jpg,Vireo philadelphicus
Blue_Headed_Vireo_0122_156017.jpg,Vireo solitarius
Yellow_Throated_Vireo_0023_159584.jpg,Vireo flavifrons
Blue_Headed_Vireo_0026_156245.jpg,Vireo solitarius
Black_Capped_Vireo_0008_797454.jpg,Vireo atricapilla
Blue_Headed_Vireo_0086_156244.jpg,Vireo solitarius
Harris_Sparrow_0026_116620.jpg,Zonotrichia querula
Harris_Sparrow_0025_116648.jpg,Zonotrichia querula
White_Throated_Sparrow_0125_128832.jpg,Zonotrichia albicollis
White_Crowned_Sparrow_0043_127096.jpg,Zonotrichia leucophrys
White_Throated_Sparrow_0063_128803.jpg,Zonotrichia albicollis
Harris_Sparrow_0082_116660.jpg,Zonotrichia querula
Harris_Sparrow_0004_116581.jpg,Zonotrichia querula
White_Crowned_Sparrow_0114_127027.jpg,Zonotrichia leucophrys
White_Crowned_Sparrow_0057_127927.jpg,Zonotrichia leucophrys
White_Crowned_Sparrow_0092_125934.jpg,Zonotrichia leucophrys
White_Crowned_Sparrow_0083_128777.jpg,Zonotrichia leucophrys
White_Throated_Sparrow_0039_128859.jpg,Zonotrichia albicollis
White_Crowned_Sparrow_0122_128577.jpg,Zonotrichia leucophrys
White_Throated_Sparrow_0072_129203.jpg,Zonotrichia albicollis
Harris_Sparrow_0070_116400.jpg,Zonotrichia querula
Harris_Sparrow_0074_116539.jpg,Zonotrichia querula
Harris_Sparrow_0039_116409.jpg,Zonotrichia querula
White_Throated_Sparrow_0002_129057.jpg,Zonotrichia albicollis
White_Crowned_Sparrow_0017_125829.jpg,Zonotrichia leucophrys
Harris_Sparrow_0034_116439.jpg,Zonotrichia querula
